Order,Family,Subfamily,Tribe,Genus,Common_name,Scientific_name,S_value,Source_S,F_value,Source_F,L_value,Source_L
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Black-bellied Sunbird,Cinnyris nectarinioides,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Purple-banded Sunbird,Cinnyris bifasciatus,0.76,Peach et al. 2001,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Tsavo Sunbird,Cinnyris tsavoensis,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Violet-breasted Sunbird,Cinnyris chalcomelas,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Pemba Sunbird,Cinnyris pembae,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Orange-tufted Sunbird,Cinnyris bouvieri,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Palestine Sunbird,Cinnyris osea,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Shining Sunbird,Cinnyris habessinicus,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Arabian Sunbird,Cinnyris hellmayri,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Splendid Sunbird,Cinnyris coccinigastrus,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Johanna's Sunbird,Cinnyris johannae,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Superb Sunbird,Cinnyris superbus,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Rufous-winged Sunbird,Cinnyris rufipennis,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Oustalet's Sunbird,Cinnyris oustaleti,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,White-breasted Sunbird,Cinnyris talatala,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Variable Sunbird,Cinnyris venustus,0.75,"McGregor et al. 2007,Peach et al. 2001",,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Dusky Sunbird,Cinnyris fuscus,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Ursula's Sunbird,Cinnyris ursulae,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Bates's Sunbird,Cinnyris batesi,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Copper Sunbird,Cinnyris cupreus,0.60,Peach et al. 2001,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Purple Sunbird,Cinnyris asiaticus,,,,,22.00,Carey and Judge 2000
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Olive-backed Sunbird,Cinnyris jugularis,,,,,9.00,Bennett 1986
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Rand's Sunbird,Cinnyris idenburgi,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Apricot-breasted Sunbird,Cinnyris buettikoferi,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Flame-breasted Sunbird,Cinnyris solaris,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Souimanga Sunbird,Cinnyris sovimanga,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Humblot's Sunbird,Cinnyris humbloti,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Anjouan Sunbird,Cinnyris comorensis,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Mayotte Sunbird,Cinnyris coquerellii,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Seychelles Sunbird,Cinnyris dussumieri,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Grand Comoro Sunbird,Cinnyris moebii,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Moheli Sunbird,Cinnyris voeltzkowi,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Long-billed Sunbird,Cinnyris notatus,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris,Loten's Sunbird,Cinnyris lotenius,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Elegant Sunbird,Aethopyga duyvenbodei,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Fire-tailed Sunbird,Aethopyga ignicauda,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Black-throated Sunbird,Aethopyga saturata,,,,,4.00,McClure 1998
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Green-tailed Sunbird,Aethopyga nipalensis,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Gould's Sunbird,Aethopyga gouldiae,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Temminck's Sunbird,Aethopyga temminckii,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Javan Sunbird,Aethopyga mystacalis,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Lovely Sunbird,Aethopyga shelleyi,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Sahyadri Sunbird,Aethopyga vigorsii,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Crimson Sunbird,Aethopyga siparaja,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Magnificent Sunbird,Aethopyga magnifica,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Metallic-winged Sunbird,Aethopyga pulcherrima,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Flaming Sunbird,Aethopyga flagrans,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Maroon-naped Sunbird,Aethopyga guimarasensis,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Handsome Sunbird,Aethopyga bella,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,White-flanked Sunbird,Aethopyga eximia,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Fork-tailed Sunbird,Aethopyga latouchii,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Hainan Sunbird,Aethopyga christinae,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Lina's Sunbird,Aethopyga linaraborae,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Grey-hooded Sunbird,Aethopyga primigenia,,,,,,
PASSERIFORMES,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga,Apo Sunbird,Aethopyga boltoni,,,,,,
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Altai Accentor,Prunella himalayana,,,,,,
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Alpine Accentor,Prunella collaris,,,1.00,Cramp et al. 1977-1994,7.67,Fransson et al. 2010
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Maroon-backed Accentor,Prunella immaculata,,,,,,
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Robin Accentor,Prunella rubeculoides,,,,,,
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Rufous-breasted Accentor,Prunella strophiata,,,,,,
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Brown Accentor,Prunella fulvescens,,,,,,
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Mongolian Accentor,Prunella koslowi,,,,,,
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Japanese Accentor,Prunella rubida,,,,,,
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Siberian Accentor,Prunella montanella,,,1.00,Cramp et al. 1977-1994,,
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Dunnock,Prunella modularis,0.45,"Baillie and McCulloch 1993,Balmer and Peach 1997,Dobson 1990,Peach 1993,Siriwardena  et al. 1998",1.00,Cramp et al. 1977-1994,20.80,Fransson et al. 2010
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Black-throated Accentor,Prunella atrogularis,,,1.00,Cramp et al. 1977-1994,,
PASSERIFORMES,Prunellidae,Prunellidae,Prunellidae,Prunella,Radde's Accentor,Prunella ocularis,,,1.00,Cramp et al. 1977-1994,,
PASSERIFORMES,Peucedramidae,Peucedramidae,Peucedramidae,Peucedramus,Olive Warbler,Peucedramus taeniatus,,,1.00,Poole 2008,,
PASSERIFORMES,Urocynchramidae,Urocynchramidae,Urocynchramidae,Urocynchramus,Przevalski's Rosefinch,Urocynchramus pylzowi,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Bubalornis,White-billed Buffalo-weaver,Bubalornis albirostris,,,,,20.00,Carey and Judge 2000
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Bubalornis,Red-billed Buffalo-weaver,Bubalornis niger,,,,,20.00,Carey and Judge 2000
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Dinemellia,White-headed Buffalo-weaver,Dinemellia dinemelli,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Plocepasser,White-browed Sparrow-weaver,Plocepasser mahali,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Plocepasser,Chestnut-crowned Sparrow-weaver,Plocepasser superciliosus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Plocepasser,Donaldson-Smith's Sparrow-weaver,Plocepasser donaldsoni,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Plocepasser,Chestnut-backed Sparrow-weaver,Plocepasser rufoscapulatus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Histurgops,Rufous-tailed Weaver,Histurgops ruficauda,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Sporopipes,Scaly-fronted Weaver,Sporopipes squamifrons,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Sporopipes,Speckle-fronted Weaver,Sporopipes frontalis,0.42,McGregor et al. 2007,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Pseudonigrita,Grey-capped Social-weaver,Pseudonigrita arnaudi,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Pseudonigrita,Black-capped Social-weaver,Pseudonigrita cabanisi,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Philetairus,Sociable Weaver,Philetairus socius,0.66,Covas et al. 2004,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Amblyospiza,Thick-billed Weaver,Amblyospiza albifrons,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Quelea,Cardinal Quelea,Quelea cardinalis,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Quelea,Red-headed Quelea,Quelea erythrops,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Quelea,Red-billed Quelea,Quelea quelea,0.40,"Craig 1982a, Craig 1982b",2.00,Randall et al. 1982,10.00,Randall et al. 1982
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Yellow-crowned Bishop,Euplectes afer,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Golden-backed Bishop,Euplectes aureus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Black Bishop,Euplectes gierowii,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Northern Red Bishop,Euplectes franciscanus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Red-collared Widowbird,Euplectes ardens,0.54,Craig 1979,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Red-cowled Widowbird,Euplectes laticauda,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Fire-fronted Bishop,Euplectes diadematus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Black-winged Bishop,Euplectes hordeaceus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Zanzibar Red Bishop,Euplectes nigroventris,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Southern Red Bishop,Euplectes orix,0.62,"Rowan 1964, Craig 1979, Craig 1982b",,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Yellow Bishop,Euplectes capensis,0.54,Peach et al. 2001,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Yellow-mantled Widowbird,Euplectes macroura,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Fan-tailed Widowbird,Euplectes axillaris,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,White-winged Widowbird,Euplectes albonotatus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Marsh Widowbird,Euplectes hartlaubi,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Jackson's Widowbird,Euplectes jacksoni,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Montane Widowbird,Euplectes psammacromius,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Euplectes,Long-tailed Widowbird,Euplectes progne,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Foudia,Red Fody,Foudia madagascariensis,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Foudia,Aldabra Fody,Foudia aldabrana,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Foudia,Grand Comoro Fody,Foudia consobrina,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Foudia,Red-headed Fody,Foudia eminentissima,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Foudia,Forest Fody,Foudia omissa,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Foudia,Reunion Fody,Foudia delloni,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Foudia,Mauritius Fody,Foudia rubra,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Foudia,Seychelles Fody,Foudia sechellarum,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Foudia,Rodrigues Fody,Foudia flavicans,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Brachycope,Bob-tailed Weaver,Brachycope anomala,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Baglafecht Weaver,Ploceus baglafecht,,,,,4.00,Urban 1975
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Bannerman's Weaver,Ploceus bannermani,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Bates's Weaver,Ploceus batesi,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Black-chinned Weaver,Ploceus nigrimentus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Bertram's Weaver,Ploceus bertrandi,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Slender-billed Weaver,Ploceus pelzelni,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Loango Weaver,Ploceus subpersonatus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Little Weaver,Ploceus luteolus,0.53,McGregor et al. 2007,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Spectacled Weaver,Ploceus ocularis,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Olive-naped Weaver,Ploceus brachypterus,0.48,McGregor et al. 2007,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Black-necked Weaver,Ploceus nigricollis,0.48,McGregor et al. 2007,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Strange Weaver,Ploceus alienus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Black-billed Weaver,Ploceus melanogaster,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Cape Weaver,Ploceus capensis,0.49,"Craig 1982a, Craig 1982b",,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Bocage's Weaver,Ploceus temporalis,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,African Golden Weaver,Ploceus subaureus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Holub's Golden Weaver,Ploceus xanthops,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Orange Weaver,Ploceus aurantius,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Heuglin's Masked Weaver,Ploceus heuglini,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Golden Palm Weaver,Ploceus bojeri,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Taveta Golden Weaver,Ploceus castaneiceps,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Principe Golden Weaver,Ploceus princeps,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Northern Brown-throated Weaver,Ploceus castanops,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Southern Brown-throated Weaver,Ploceus xanthopterus,0.70,Peach et al. 2001,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Kilombero Weaver,Ploceus burnieri,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Rüppell's Weaver,Ploceus galbula,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Northern Masked Weaver,Ploceus taeniopterus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Lesser Masked Weaver,Ploceus intermedius,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Southern Masked Weaver,Ploceus velatus,0.55,"Rowan 1964, Craig 1982a, Craig 1982b",,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Upemba Masked Weaver,Ploceus upembae,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Katanga Masked Weaver,Ploceus katangae,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Lufira Masked Weaver,Ploceus ruweti,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Tanzanian Masked Weaver,Ploceus reichardi,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Vitelline Masked Weaver,Ploceus vitellinus,0.86,McGregor et al. 2007,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Speke's Weaver,Ploceus spekei,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Fox's Weaver,Ploceus spekeoides,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Village Weaver,Ploceus cucullatus,0.63,"Craig 1982a, Craig 1982b",,,24.00,Collias et al. 1986
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Giant Weaver,Ploceus grandis,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Chestnut-and-black Weaver,Ploceus castaneofuscus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Vieillot's Black Weaver,Ploceus nigerrimus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Weyns's Weaver,Ploceus weynsi,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Clarke's Weaver,Ploceus golandi,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Juba Weaver,Ploceus dichrocephalus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Black-headed Weaver,Ploceus melanocephalus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Golden-backed Weaver,Ploceus jacksoni,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Cinnamon Weaver,Ploceus badius,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Chestnut Weaver,Ploceus rubiginosus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Golden-naped Weaver,Ploceus aureonucha,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Yellow-mantled Weaver,Ploceus tricolor,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Maxwell's Black Weaver,Ploceus albinucha,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Nelicourvi Weaver,Ploceus nelicourvi,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Sakalava Weaver,Ploceus sakalava,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Asian Golden Weaver,Ploceus hypoxanthus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Compact Weaver,Ploceus superciliosus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Black-breasted Weaver,Ploceus benghalensis,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Streaked Weaver,Ploceus manyar,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Baya Weaver,Ploceus philippinus,,,1.50,P. Bennett in litt. 2002,5.00,Bennett 1986
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Finn's Weaver,Ploceus megarhynchus,,,1.50,P. Bennett in litt. 2002,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Dark-backed Weaver,Ploceus bicolor,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Preuss's Weaver,Ploceus preussi,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Yellow-capped Weaver,Ploceus dorsomaculatus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Olive-headed Weaver,Ploceus olivaceiceps,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Usambara Weaver,Ploceus nicolli,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Brown-capped Weaver,Ploceus insignis,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Bar-winged Weaver,Ploceus angolensis,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Sao Tome Weaver,Ploceus sanctithomae,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Ploceus,Yellow-legged Weaver,Ploceus flavipes,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Malimbus,Red-crowned Malimbe,Malimbus coronatus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Malimbus,Cassin's Malimbe,Malimbus cassini,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Malimbus,Rachel's Malimbe,Malimbus racheliae,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Malimbus,Gola Malimbe,Malimbus ballmanni,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Malimbus,Red-vented Malimbe,Malimbus scutatus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Malimbus,Ibadan Malimbe,Malimbus ibadanensis,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Malimbus,Blue-billed Malimbe,Malimbus nitens,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Malimbus,Red-headed Malimbe,Malimbus rubricollis,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Malimbus,Red-bellied Malimbe,Malimbus erythrogaster,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Malimbus,Crested Malimbe,Malimbus malimbicus,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Anaplectes,Northern Red-headed Weaver,Anaplectes leuconotos,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Anaplectes,Southern Red-headed Weaver,Anaplectes rubriceps,,,,,,
PASSERIFORMES,Ploceidae,Ploceidae,Ploceidae,Anaplectes,Red Weaver,Anaplectes jubaensis,,,,,,
PASSERIFORMES,Estrildidae,Estrildinae,Estrildinae,Lagonosticta,Black-bellied Firefinch,Lagonosticta rara,,,,,,
PASSERIFORMES,Estrildidae,Estrildinae,Estrildinae,Lagonosticta,Bar-breasted Firefinch,Lagonosticta rufopicta,0.75,McGregor et al. 2007,,,,
PASSERIFORMES,Estrildidae,Estrildinae,Estrildinae,Lagonosticta,Brown Firefinch,Lagonosticta nitidula,,,,,,
PASSERIFORMES,Estrildidae,Estrildinae,Estrildinae,Lagonosticta,Red-billed Firefinch,Lagonosticta senegala,0.56,"McGregor et al. 2007,Peach et al. 2001",1.00,P. Bennett in litt. 2002,5.83,Bennett 1986
PASSERIFORMES,Estrildidae,Estrildinae,Estrildinae,Lagonosticta,Rock Firefinch,Lagonosticta sanguinodorsalis,0.66,McGregor et al. 2007,,,,
PASSERIFORMES,Estrildidae,Estrildinae,Estrildinae,Lagonosticta,Chad Firefinch,Lagonosticta umbrinodorsalis,0.50,Peach et al. 2001,,,,
PASSERIFORMES,Estrildidae,Estrildinae,Estrildinae,Lagonosticta,Jameson's Firefinch,Lagonosticta rhodopareia,0.50,Peach et al. 2001,,,,
